记录编号,建筑面积,朝向,楼层,装修,电梯,建筑结构,建筑类别,区域,学校,总价,单价,房龄,室,厅,卫
SH94991,125平米,东北,中层,精装修,有 ,平层,板楼,城关,附件无学校,145.0万,11600.0,16.0,2,2,1
SH94992,103.62平米,南北,低层,中装修,无 ,平层,板楼,城关,附件无学校,116.0万,11195.0,20.0,2,2,1
SH94994,86.46平米,南,中层,精装修,有 ,平层,钢混,城关,附件无学校,142.0万,16424.0,2.0,2,2,1
SH94996,82平米,南,高层,毛坯,有 ,平层,板楼,安宁,附件无学校,100.0万,12195.0,7.0,2,2,1
SH95000,94平米,东南,低层,简装修,有 ,平层,钢混,七里河,附件有学校,136.0万,14468.0,10.0,2,2,1
SH95002,117平米,东西,低层,精装修,有 ,平层,钢混,城关,附件无学校,196.0万,16752.0,32.0,3,2,1
SH95003,81平米,南,高层,简装修,有 ,平层,钢混,城关,附件有学校,125.0万,15432.0,18.0,2,2,2
SH95004,94平米,南北,中层,精装修,有 ,平层,塔楼,榆中,附件无学校,70.0万,7447.0,3.0,3,2,1
SH95010,66.84平米,南北,低层,简装修,有 ,平层,板楼,城关,附件有学校,76.0万,11370.0,20.0,2,1,1
SH95012,99平米,南北,低层,简装修,有 ,平层,板楼,城关,附件无学校,95.0万,9596.0,5.0,3,2,1
SH95013,50.3平米,南北,中层,简装修,无 ,平层,砖混,城关,附件有学校,65.0万,12922.0,27.0,2,1,1
SH95014,162.45平米,东南,中层,精装修,无 ,平层,板楼,城关,附件有学校,320.0万,19698.0,20.0,3,2,2
SH95015,82平米,南,高层,中装修,无 ,平层,板楼,安宁,附件无学校,103.0万,12561.0,7.0,2,1,1
SH95016,96.88平米,南,中层,精装修,有 ,平层,钢混,城关,附件有学校,121.0万,12490.0,6.0,2,2,1
SH95020,151平米,南北,高层,精装修,有 ,平层,板楼,城关,附件无学校,295.0万,19536.0,13.0,3,2,2
SH95023,68平米,南北,中层,简装修,有 ,平层,板楼,城关,附件有学校,83.0万,12206.0,23.0,2,1,1
SH95024,120平米,南北,高层,中装修,无 ,平层,钢混,城关,附件有学校,149.8万,12483.0,24.0,3,2,1
SH95027,90平米,南,中层,毛坯,有 ,平层,平房,七里河,附件无学校,72.0万,8000.0,6.0,2,1,1
SH97962,140平米,东西,低层,简装修,无 ,平层,钢混,城关,附件有学校,158.0万,11286.0,22.0,3,2,2
SH97971,65平米,西,低层,精装修,无 ,平层,板楼,城关,附件有学校,86.0万,13231.0,27.0,3,1,1
SH95033,88平米,南北,低层,豪华装修,有 ,平层,钢混,城关,附件有学校,185.0万,21023.0,19.0,2,2,1
SH95041,110平米,南北,中层,毛坯,有 ,平层,钢混,城关,附件无学校,135.0万,12273.0,7.0,2,2,2
SH95043,65平米,南北,高层,精装修,无 ,平层,板楼,安宁,附件无学校,65.5万,10077.0,24.0,2,1,1
SH95044,113.64平米,南北,中层,精装修,无 ,平层,塔楼,城关,附件有学校,128.0万,11264.0,22.0,2,2,1
SH97834,115平米,南北,高层,精装修,无 ,平层,板楼,安宁,附件无学校,134.0万,11652.0,18.0,3,2,1
SH95047,72.6平米,东西,中层,中装修,无 ,平层,板楼,城关,附件有学校,70.0万,9642.0,15.0,2,2,1
SH95048,120平米,南,高层,简装修,无 ,错层,塔楼,城关,附件有学校,105.0万,8750.0,22.0,3,2,1
SH95049,98平米,南北,低层,简装修,无 ,平层,钢混,城关,附件无学校,105.0万,10714.0,24.0,2,2,1
SH95050,181平米,南北,高层,毛坯,有 ,平层,板楼,城关,附件有学校,270.0万,14917.0,10.0,3,2,2
SH95052,60平米,南,中层,简装修,无 ,平层,板楼,城关,附件无学校,105.0万,17500.0,16.0,2,1,1
SH95053,114平米,南北,高层,中装修,有 ,平层,钢混,城关,附件有学校,145.0万,12719.0,22.0,2,2,2
SH95054,60平米,东北,中层,中装修,无 ,平层,钢混,城关,附件有学校,75.0万,12500.0,29.0,1,1,1
SH95056,71平米,南,中层,简装修,有 ,平层,钢混,城关,附件无学校,105.0万,14789.0,16.0,2,1,1
SH95057,94.68平米,南,高层,简装修,有 ,平层,板楼,安宁,附件无学校,117.8万,12442.0,7.0,3,2,1
SH95058,91.69平米,西北,高层,精装修,有 ,平层,板楼,城关,附件无学校,162.0万,17668.0,14.0,2,2,1
SH95059,112平米,南北,中层,精装修,有 ,平层,平房,七里河,附件无学校,115.0万,10268.0,5.0,3,2,1
SH97540,69.9平米,东,中层,简装修,有 ,平层,板楼,城关,附件无学校,85.0万,12160.0,17.0,2,1,1
SH95064,89.78平米,南北,低层,毛坯,有 ,平层,板楼,七里河,附件无学校,77.0万,8577.0,6.0,2,2,1
SH95071,200平米,东西,中层,暂无,有 ,平层,板楼,城关,附件无学校,258.0万,12900.0,19.0,3,2,2
SH95074,52平米,南,高层,简装修,无 ,平层,钢混,城关,附件有学校,60.0万,11538.0,11.0,2,1,1
SH95075,136.93平米,南北,高层,精装修,有 ,平层,塔楼,城关,附件无学校,180.5万,13182.0,17.0,3,2,2
SH95076,140平米,南北,中层,毛坯,有 ,平层,板楼,城关,附件无学校,138.0万,9857.0,4.0,4,2,2
SH95077,88.57平米,南北,低层,精装修,无 ,平层,板楼,城关,附件有学校,95.0万,10726.0,7.0,2,2,2
SH95080,106平米,南北,中层,精装修,无 ,平层,板楼,永登,附件无学校,63.0万,5943.0,3.0,3,2,1
SH95084,97平米,南北,中层,精装修,有 ,平层,钢混,城关,附件无学校,97.0万,10000.0,4.0,3,2,2
SH95085,93.4平米,西南,中层,简装修,无 ,开间,钢混,七里河,附件有学校,146.0万,15632.0,14.0,2,2,1
SH97512,91平米,南北,中层,精装修,无 ,平层,钢混,城关,附件无学校,123.0万,13516.0,18.0,2,2,1
SH95089,88平米,南,中层,精装修,无 ,平层,板楼,城关,附件无学校,91.0万,10341.0,6.0,2,2,1
SH95097,114.24平米,西北,高层,精装修,有 ,平层,板楼,城关,附件有学校,186.0万,16282.0,15.0,2,2,1
SH95098,97平米,东西,高层,精装修,无 ,平层,板楼,城关,附件无学校,88.0万,9072.0,15.0,2,2,1
SH97553,64.8平米,西,低层,简装修,无 ,平层,板楼,城关,附件有学校,160.0万,24691.0,10.0,2,1,1
SH97476,98.83平米,南,低层,精装修,有 ,平层,板楼,城关,附件有学校,153.0万,15481.0,9.0,2,2,1
SH95104,118平米,东西,中层,精装修,无 ,平层,板楼,城关,附件有学校,139.0万,11780.0,27.0,3,2,1
SH95106,127平米,南北,高层,毛坯,有 ,平层,板楼,城关,附件无学校,121.0万,9528.0,3.0,3,2,2
SH95107,75平米,南北,高层,精装修,无 ,平层,砖混,城关,附件有学校,102.0万,13600.0,27.0,2,1,1
SH95111,88.7平米,南北,高层,简装修,无 ,平层,砖混,安宁,附件无学校,98.0万,11048.0,22.0,2,2,1
SH95112,119.36平米,东南,低层,暂无,有 ,平层,板楼,安宁,附件无学校,174.0万,14578.0,13.0,3,2,1
SH95113,123平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,198.0万,16098.0,17.0,3,2,2
SH95116,148平米,东北,中层,精装修,有 ,平层,钢混,城关,附件有学校,225.8万,15257.0,16.0,3,2,2
SH95117,38平米,东西,中层,简装修,有 ,平层,板楼,城关,附件有学校,63.0万,16579.0,22.0,1,1,1
SH95119,31平米,南,高层,暂无,无 ,平层,板楼,安宁,附件无学校,45.0万,14516.0,24.0,1,1,1
SH97670,83平米,南北,中层,精装修,无 ,平层,板楼,安宁,附件无学校,99.0万,11928.0,17.0,2,2,1
SH95122,80平米,北,中层,简装修,无 ,平层,板楼,七里河,附件有学校,82.0万,10250.0,21.0,2,1,1
SH95125,69.47平米,西,高层,简装修,无 ,平层,板楼,七里河,附件有学校,80.0万,11516.0,22.0,2,1,1
SH95127,36平米,西,中层,简装修,无 ,平层,板楼,城关,附件有学校,106.0万,29444.0,2.0,1,1,1
SH95129,66.75平米,南北,高层,暂无,有 ,平层,板楼,安宁,附件无学校,79.8万,11955.0,8.0,2,2,1
SH97270,76.27平米,南北,高层,精装修,无 ,跃层,塔楼,城关,附件有学校,86.0万,11276.0,20.0,2,1,1
SH95135,87平米,南北,中层,简装修,无 ,平层,钢混,七里河,附件无学校,98.0万,11264.0,17.0,2,2,1
SH95137,156平米,西南,低层,精装修,无 ,平层,板楼,城关,附件有学校,252.0万,16154.0,16.0,3,2,2
SH95138,47.4平米,西北,中层,简装修,有 ,平层,塔楼,七里河,附件有学校,68.0万,14346.0,14.0,1,1,1
SH95139,97平米,南北,低层,精装修,有 ,平层,板楼,城关,附件无学校,127.5万,13144.0,10.0,2,2,1
SH95141,54平米,南北,高层,简装修,有 ,平层,砖混,安宁,附件无学校,66.0万,12222.0,18.0,2,2,1
SH95142,151.69平米,南北,高层,简装修,无 ,平层,钢混,城关,附件有学校,170.0万,11207.0,12.0,3,2,2
SH95143,155平米,南,中层,简装修,有 ,平层,板楼,城关,附件有学校,173.0万,11161.0,21.0,2,2,1
SH95144,133平米,南北,高层,精装修,有 ,平层,钢混,城关,附件无学校,135.0万,10150.0,5.0,3,2,2
SH95147,118平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,179.0万,15169.0,18.0,2,2,1
SH95151,94.3平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,136.0万,14422.0,12.0,2,2,1
SH95153,67.17平米,西北,低层,简装修,无 ,平层,板楼,安宁,附件无学校,70.0万,10421.0,18.0,2,1,1
SH95155,75平米,南北,中层,精装修,有 ,开间,钢混,西固,附件无学校,69.8万,9307.0,17.0,2,2,1
SH95156,75平米,南北,高层,精装修,无 ,平层,砖混,城关,附件无学校,155.0万,20667.0,21.0,2,1,1
SH95157,110平米,南北,低层,简装修,有 ,平层,板楼,安宁,附件有学校,155.0万,14091.0,14.0,2,2,1
SH95158,95平米,南北,中层,中装修,无 ,平层,钢混,城关,附件无学校,100.0万,10526.0,19.0,2,2,1
SH95159,60平米,南北,中层,简装修,无 ,平层,砖混,城关,附件有学校,65.0万,10833.0,27.0,2,1,1
SH95163,138平米,南北,中层,毛坯,有 ,平层,板楼,七里河,附件无学校,158.0万,11449.0,1.0,3,2,2
SH95164,43.17平米,南北,中层,精装修,有 ,平层,板楼,七里河,附件有学校,46.5万,10771.0,16.0,1,1,1
SH95165,68平米,南北,低层,中装修,有 ,平层,砖混,城关,附件无学校,79.0万,11618.0,42.0,2,1,1
SH95167,153平米,南北,中层,精装修,有 ,平层,板楼,城关,附件无学校,295.0万,19281.0,6.0,3,2,2
SH95168,50平米,南北,高层,简装修,无 ,平层,板楼,城关,附件有学校,50.0万,10000.0,26.0,1,1,1
SH95169,104平米,南,中层,简装修,有 ,平层,板楼,城关,附件无学校,118.0万,11346.0,10.0,2,2,1
SH95174,97平米,南,低层,精装修,有 ,平层,板楼,城关,附件有学校,145.0万,14948.0,22.0,2,2,1
SH95175,48平米,南北,高层,简装修,无 ,平层,板楼,城关,附件无学校,53.0万,11042.0,5.0,1,1,1
SH95177,91.05平米,南,低层,中装修,无 ,平层,板楼,安宁,附件无学校,125.0万,13729.0,7.0,2,2,1
SH95180,230平米,南北,低层,精装修,有 ,平层,板楼,城关,附件有学校,490.0万,21304.0,12.0,4,2,5
SH95182,148平米,东,中层,精装修,有 ,平层,钢混,城关,附件有学校,225.6万,15243.0,16.0,3,2,2
SH95183,96平米,南北,高层,精装修,有 ,平层,钢混,城关,附件有学校,99.0万,10313.0,8.0,3,2,2
SH95184,89.78平米,南北,高层,毛坯,无 ,平层,板楼,七里河,附件有学校,75.0万,8354.0,10.0,2,1,1
SH95186,83平米,东南,中层,中装修,有 ,平层,板楼,城关,附件有学校,99.0万,11928.0,22.0,2,1,1
SH95187,51.47平米,南,中层,精装修,无 ,平层,板楼,安宁,附件无学校,85.0万,16514.0,7.0,1,1,1
SH95193,59平米,南北,低层,简装修,无 ,平层,板楼,安宁,附件无学校,63.5万,10763.0,24.0,2,1,1
SH95197,153.5平米,南北,高层,中装修,无 ,平层,钢混,城关,附件有学校,178.0万,11596.0,22.0,3,2,2
SH97645,104.37平米,南,低层,精装修,有 ,平层,板楼,城关,附件有学校,160.0万,15330.0,9.0,2,2,1
SH95200,98平米,东南,中层,简装修,无 ,平层,板楼,安宁,附件无学校,100.0万,10204.0,21.0,2,2,1
SH95201,123平米,东北,中层,精装修,有 ,平层,板楼,城关,附件有学校,185.0万,15041.0,10.0,3,2,2
SH97436,60平米,南,中层,简装修,有 ,平层,板楼,城关,附件有学校,55.0万,9167.0,16.0,1,1,1
SH95209,136.5平米,南北,高层,精装修,有 ,平层,板楼,安宁,附件无学校,189.0万,13846.0,12.0,3,2,2
SH95210,69平米,南,高层,精装修,有 ,平层,塔楼,城关,附件有学校,92.0万,13333.0,14.0,2,1,1
SH95211,123平米,南北,高层,中装修,无 ,平层,钢混,城关,附件无学校,149.0万,12114.0,15.0,3,2,1
SH97287,160平米,南北,低层,简装修,无 ,平层,板楼,城关,附件有学校,236.0万,14750.0,22.0,3,2,2
SH95215,102.87平米,南北,低层,精装修,有 ,平层,塔板结合,城关,附件无学校,115.0万,11179.0,15.0,2,2,1
SH95217,76.21平米,南北,低层,简装修,有 ,平层,钢混,西固,附件无学校,66.0万,8660.0,13.0,2,1,1
SH95218,87.54平米,南北,中层,毛坯,无 ,平层,板楼,七里河,附件有学校,120.0万,13708.0,11.0,2,2,1
SH95219,340.88平米,南北,低层,豪华装修,有 ,复式,板楼,城关,附件有学校,610.0万,17895.0,13.0,3,2,2
SH95220,85平米,西北,中层,毛坯,有 ,平层,板楼,七里河,附件无学校,70.0万,8235.0,6.0,2,1,1
SH95221,123.87平米,南北,高层,精装修,有 ,平层,塔板结合,城关,附件有学校,154.0万,12432.0,14.0,3,2,2
SH95223,98平米,南北,低层,简装修,有 ,平层,板楼,城关,附件无学校,128.0万,13061.0,8.0,2,2,1
SH95227,105平米,东南,低层,精装修,有 ,平层,钢混,城关,附件有学校,132.0万,12571.0,18.0,3,2,1
SH95228,87平米,南北,中层,精装修,有 ,开间,塔板结合,城关,附件有学校,105.0万,12069.0,14.0,3,1,1
SH97703,108.36平米,南北,高层,精装修,有 ,平层,板楼,安宁,附件无学校,144.8万,13363.0,12.0,2,2,2
SH95231,91.37平米,南,高层,毛坯,有 ,平层,板楼,七里河,附件无学校,77.0万,8427.0,6.0,2,2,1
SH95234,132.96平米,南北,高层,精装修,有 ,平层,塔板结合,城关,附件有学校,143.0万,10755.0,18.0,3,2,2
SH95237,70平米,西,中层,精装修,无 ,平层,钢混,城关,附件有学校,87.0万,12429.0,27.0,2,2,1
SH95239,63.81平米,东,高层,简装修,有 ,平层,板楼,城关,附件无学校,81.0万,12694.0,20.0,2,1,1
SH95240,127平米,南北,中层,精装修,有 ,平层,板楼,七里河,附件无学校,156.0万,12283.0,2.0,3,2,2
SH95241,41平米,东,中层,中装修,有 ,平层,板楼,安宁,附件无学校,46.5万,11341.0,12.0,2,1,1
SH97779,74平米,南,中层,简装修,无 ,平层,砖混,安宁,附件有学校,85.0万,11486.0,12.0,2,2,1
SH95244,60平米,南,中层,简装修,有 ,平层,板楼,城关,附件无学校,61.0万,10167.0,27.0,2,1,1
SH95245,94平米,东北,低层,精装修,有 ,平层,板楼,城关,附件有学校,130.0万,13830.0,6.0,2,2,1
SH97330,70.6平米,东西,中层,精装修,有 ,平层,板楼,城关,附件无学校,78.0万,11048.0,20.0,2,1,1
SH95247,117.62平米,南北,中层,简装修,无 ,平层,钢混,七里河,附件有学校,120.0万,10202.0,14.0,3,2,1
SH95250,80.29平米,南北,低层,精装修,有 ,平层,塔板结合,城关,附件有学校,89.0万,11085.0,19.0,2,2,1
SH95254,159.64平米,南北,低层,精装修,无 ,平层,板楼,安宁,附件无学校,209.6万,13130.0,12.0,4,2,2
SH95256,110平米,西北,高层,简装修,有 ,平层,板楼,城关,附件有学校,168.0万,15273.0,16.0,2,2,1
SH95257,46平米,南,低层,中装修,无 ,平层,砖混,七里河,附件无学校,53.0万,11522.0,6.0,2,1,1
SH95258,126.91平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,215.0万,16941.0,19.0,3,2,1
SH95259,143平米,南北,中层,毛坯,无 ,平层,板楼,安宁,附件无学校,165.0万,11538.0,3.0,4,2,2
SH95261,157.43平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,240.0万,15245.0,10.0,3,2,2
SH95264,70.61平米,东,中层,中装修,有 ,平层,钢混,城关,附件有学校,94.0万,13313.0,12.0,2,1,1
SH95265,97平米,南,低层,豪华装修,有 ,平层,钢混,城关,附件无学校,130.0万,13402.0,10.0,2,2,1
SH95266,60平米,南北,中层,简装修,无 ,平层,板楼,城关,附件有学校,68.0万,11333.0,20.0,2,1,1
SH95268,151.3平米,东南,低层,毛坯,有 ,平层,板楼,城关,附件无学校,183.0万,12095.0,9.0,3,2,2
SH95269,159平米,南北,中层,精装修,有 ,平层,钢混,城关,附件无学校,320.0万,20126.0,20.0,3,2,2
SH95273,75.61平米,东南,中层,精装修,有 ,平层,板楼,安宁,附件无学校,99.0万,13094.0,16.0,2,2,1
SH97469,60平米,南北,高层,简装修,有 ,平层,钢混,西固,附件无学校,68.0万,11333.0,24.0,2,1,1
SH95277,95平米,南,低层,精装修,有 ,平层,钢混,城关,附件有学校,105.0万,11053.0,8.0,3,2,1
SH95279,87平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,97.0万,11149.0,13.0,2,2,1
SH95282,104.31平米,南北,中层,精装修,无 ,平层,钢混,城关,附件无学校,200.0万,19174.0,16.0,3,2,1
SH95283,52.43平米,南,高层,简装修,无 ,平层,砖混,城关,附件有学校,57.9万,11043.0,12.0,2,1,1
SH95284,83平米,西南,高层,简装修,有 ,平层,板楼,城关,附件有学校,96.0万,11566.0,18.0,2,1,1
SH95286,52.64平米,西北,中层,精装修,有 ,平层,板楼,城关,附件有学校,72.0万,13678.0,16.0,2,1,1
SH95289,135平米,东,高层,毛坯,无 ,平层,板楼,城关,附件有学校,166.0万,12296.0,14.0,3,2,2
SH95291,62平米,南,高层,简装修,无 ,平层,板楼,城关,附件有学校,70.0万,11290.0,24.0,2,1,1
SH95292,98平米,南北,中层,简装修,有 ,平层,板楼,城关,附件无学校,98.0万,10000.0,4.0,2,1,1
SH95293,125.3平米,南北,高层,精装修,有 ,平层,钢混,城关,附件无学校,170.0万,13567.0,10.0,2,2,1
SH97432,150.21平米,南北,中层,毛坯,无 ,平层,板楼,七里河,附件无学校,248.0万,16510.0,3.0,3,2,2
SH97244,81.5平米,南北,低层,精装修,有 ,平层,钢混,城关,附件有学校,94.0万,11534.0,18.0,2,2,1
SH97464,127.87平米,南北,中层,简装修,有 ,平层,钢混,城关,附件无学校,142.0万,11105.0,16.0,3,2,1
SH95299,61.35平米,西,中层,简装修,无 ,平层,钢混,城关,附件无学校,78.0万,12714.0,20.0,2,1,1
SH95300,155.4平米,东北,高层,暂无,有 ,平层,板楼,七里河,附件无学校,130.0万,8366.0,6.0,3,3,2
SH97517,98平米,南北,中层,毛坯,有 ,平层,板楼,城关,附件无学校,97.0万,9898.0,2.0,3,2,1
SH95302,58.39平米,南,高层,简装修,有 ,平层,板楼,城关,附件无学校,63.0万,10790.0,18.0,3,1,1
SH95304,95平米,南,高层,毛坯,无 ,平层,板楼,城关,附件有学校,108.0万,11368.0,8.0,2,2,1
SH95306,95平米,南北,中层,精装修,有 ,平层,塔楼,七里河,附件无学校,95.0万,10000.0,2.0,3,2,1
SH95307,95平米,南,高层,精装修,有 ,平层,钢混,城关,附件无学校,138.0万,14526.0,7.0,2,2,1
SH95314,110平米,东西,中层,简装修,有 ,平层,板楼,城关,附件有学校,200.0万,18182.0,22.0,2,2,1
SH95316,140平米,南北,高层,毛坯,有 ,平层,板楼,城关,附件有学校,200.0万,14286.0,10.0,3,2,2
SH95318,125平米,东西,中层,中装修,无 ,平层,钢混,城关,附件有学校,148.0万,11840.0,19.0,2,2,1
SH95320,95.12平米,南北,中层,精装修,有 ,平层,板楼,安宁,附件无学校,139.9万,14708.0,8.0,2,2,1
SH95323,141.32平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,249.0万,17620.0,18.0,3,2,2
SH95325,94.52平米,南北,高层,精装修,无 ,平层,平房,城关,附件有学校,135.0万,14283.0,12.0,2,2,1
SH95326,72平米,南北,中层,简装修,无 ,平层,钢混,城关,附件有学校,105.0万,14583.0,14.0,2,1,1
SH95328,100.57平米,南北,中层,毛坯,有 ,平层,钢混,城关,附件无学校,99.0万,9844.0,7.0,2,2,1
SH97671,110.38平米,南北,中层,精装修,无 ,平层,钢混,城关,附件无学校,135.5万,12276.0,20.0,2,2,1
SH95335,99.91平米,东,高层,精装修,无 ,平层,板楼,城关,附件有学校,135.0万,13512.0,14.0,2,2,1
SH95340,97平米,西南,中层,毛坯,有 ,平层,钢混,七里河,附件无学校,65.0万,6701.0,20.0,2,1,1
SH95341,89平米,南,高层,精装修,无 ,平层,砖混,城关,附件有学校,99.0万,11124.0,22.0,3,2,1
SH95346,127.87平米,南北,中层,精装修,有 ,平层,板楼,城关,附件无学校,143.0万,11183.0,16.0,3,2,1
SH95350,75平米,南北,高层,中装修,无 ,平层,钢混,城关,附件有学校,76.8万,10240.0,18.0,2,2,1
SH95351,86平米,东北,中层,毛坯,有 ,平层,板楼,七里河,附件有学校,69.0万,8023.0,20.0,2,1,1
SH95352,91平米,南北,高层,精装修,无 ,平层,板楼,城关,附件有学校,88.0万,9670.0,10.0,2,2,1
SH95356,95平米,南,低层,毛坯,有 ,平层,板楼,榆中,附件无学校,53.0万,5579.0,5.0,3,2,1
SH95360,52.24平米,西,中层,暂无,无 ,平层,钢混,安宁,附件有学校,76.0万,14548.0,14.0,2,1,1
SH95361,97.25平米,南北,中层,简装修,无 ,平层,板楼,城关,附件无学校,98.0万,10077.0,17.0,2,2,1
SH95363,148.8平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,230.0万,15457.0,10.0,3,2,2
SH97675,49.17平米,南,高层,精装修,有 ,平层,板楼,七里河,附件有学校,88.0万,17897.0,22.0,1,1,1
SH95368,104平米,南北,中层,毛坯,有 ,平层,塔板结合,七里河,附件无学校,143.0万,13750.0,1.0,3,2,1
SH95369,65平米,西南,中层,中装修,无 ,平层,钢混,城关,附件有学校,80.0万,12308.0,22.0,2,1,1
SH97533,103平米,南北,高层,毛坯,有 ,平层,板楼,七里河,附件无学校,158.0万,15340.0,6.0,2,1,1
SH95372,67.94平米,东西,低层,简装修,有 ,平层,板楼,城关,附件有学校,97.5万,14351.0,20.0,2,1,1
SH95374,92平米,南北,中层,精装修,无 ,平层,板楼,城关,附件无学校,113.0万,12283.0,22.0,2,2,1
SH95375,82.5平米,南北,低层,精装修,有 ,平层,板楼,安宁,附件无学校,95.0万,11515.0,21.0,2,2,1
SH95379,124平米,南北,中层,精装修,有 ,平层,塔楼,城关,附件有学校,148.0万,11935.0,14.0,3,2,2
SH95380,70.5平米,南北,中层,中装修,无 ,平层,塔楼,七里河,附件有学校,76.0万,10780.0,22.0,2,1,1
SH97964,141.7平米,东南,低层,中装修,有 ,平层,钢混,城关,附件有学校,225.0万,15879.0,16.0,3,2,2
SH97753,103.99平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,160.0万,15386.0,8.0,2,2,2
SH95385,55.5平米,西,高层,简装修,无 ,平层,板楼,城关,附件无学校,82.0万,14775.0,17.0,1,1,1
SH95386,121.96平米,南北,中层,精装修,无 ,平层,板楼,七里河,附件无学校,176.8万,14497.0,3.0,3,2,2
SH95390,97平米,南,低层,毛坯,无 ,平层,钢混,七里河,附件无学校,133.0万,13711.0,5.0,2,2,1
SH95392,118.12平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,158.0万,13376.0,17.0,3,2,2
SH95394,92平米,南北,中层,精装修,有 ,平层,板楼,城关,附件无学校,111.0万,12065.0,21.0,2,2,1
SH95396,59平米,南,中层,毛坯,有 ,平层,板楼,安宁,附件无学校,69.0万,11695.0,5.0,1,1,1
SH95397,70.8平米,西,中层,中装修,无 ,平层,板楼,七里河,附件有学校,87.2万,12316.0,16.0,2,1,1
SH95398,116平米,南北,中层,中装修,有 ,平层,塔板结合,城关,附件有学校,116.0万,10000.0,20.0,3,2,1
SH95400,93平米,南北,中层,中装修,无 ,平层,钢混,城关,附件无学校,115.0万,12366.0,19.0,2,2,1
SH95401,92平米,南,高层,精装修,有 ,平层,钢混,七里河,附件无学校,145.0万,15761.0,7.0,2,2,1
SH95403,137平米,南北,低层,毛坯,无 ,平层,板楼,城关,附件无学校,129.0万,9416.0,3.0,3,2,2
SH95405,73.48平米,西,低层,中装修,有 ,平层,板楼,安宁,附件无学校,95.0万,12929.0,16.0,2,1,1
SH97569,258.41平米,南北,低层,精装修,有 ,平层,板楼,城关,附件有学校,510.0万,19736.0,9.0,5,2,5
SH95410,111平米,东北,中层,精装修,无 ,平层,板楼,城关,附件无学校,161.0万,14505.0,14.0,2,2,1
SH95413,126.78平米,南,低层,毛坯,有 ,平层,板楼,七里河,附件无学校,179.0万,14119.0,9.0,3,2,2
SH95414,172平米,南北,中层,毛坯,有 ,平层,板楼,城关,附件有学校,240.0万,13953.0,2.0,3,2,2
SH95416,78平米,南,高层,中装修,无 ,平层,板楼,安宁,附件有学校,92.0万,11795.0,19.0,2,2,1
SH95418,157平米,南北,中层,毛坯,有 ,平层,钢混,城关,附件无学校,240.0万,15287.0,7.0,3,2,2
SH95422,90.1平米,南北,低层,简装修,有 ,平层,板楼,城关,附件有学校,88.0万,9767.0,21.0,2,2,1
SH95425,320平米,南北,高层,精装修,有 ,平层,板楼,城关,附件有学校,370.0万,11563.0,15.0,4,2,2
SH95427,91.03平米,东西,中层,简装修,无 ,平层,板楼,安宁,附件无学校,98.9万,10865.0,24.0,3,2,2
SH95430,133.16平米,南北,低层,毛坯,有 ,平层,板楼,七里河,附件无学校,177.5万,13330.0,2.0,3,2,2
SH95431,75平米,南北,中层,中装修,有 ,平层,钢混,城关,附件无学校,82.0万,10933.0,27.0,2,1,1
SH95432,94.53平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,113.0万,11954.0,14.0,2,2,1
SH95436,65平米,南北,中层,中装修,无 ,平层,钢混,城关,附件有学校,88.0万,13538.0,27.0,1,2,1
SH95440,80平米,南北,低层,中装修,有 ,平层,钢混,城关,附件有学校,89.8万,11225.0,20.0,2,1,1
SH95443,69平米,南,高层,精装修,有 ,平层,塔楼,城关,附件有学校,93.0万,13478.0,14.0,2,1,1
SH95444,90.63平米,南,中层,精装修,无 ,平层,板楼,安宁,附件无学校,103.0万,11365.0,24.0,2,2,1
SH95445,250平米,南北,低层,豪华装修,有 ,平层,塔板结合,城关,附件无学校,560.0万,22400.0,5.0,5,2,3
SH95446,88.09平米,西北,低层,精装修,无 ,平层,板楼,安宁,附件无学校,98.0万,11125.0,11.0,2,2,1
SH95448,85平米,南北,高层,简装修,有 ,平层,板楼,城关,附件无学校,108.0万,12706.0,22.0,2,2,1
SH95449,140.03平米,南北,中层,毛坯,有 ,平层,钢混,城关,附件有学校,195.0万,13926.0,10.0,3,2,2
SH95451,35.66平米,北,低层,精装修,有 ,平层,板楼,城关,附件无学校,44.0万,12339.0,16.0,1,1,1
SH95452,121平米,南北,中层,精装修,无 ,平层,板楼,城关,附件有学校,148.0万,12231.0,22.0,2,2,1
SH95453,77.16平米,南北,高层,中装修,无 ,平层,板楼,安宁,附件无学校,85.8万,11120.0,18.0,2,1,1
SH95455,135.96平米,南北,高层,精装修,有 ,平层,塔板结合,城关,附件有学校,165.0万,12136.0,18.0,3,2,2
SH97774,139平米,南北,中层,中装修,有 ,平层,钢混,城关,附件有学校,155.0万,11151.0,20.0,2,2,1
